,Unnamed: 0,pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_dens,st_teff,st_mass,st_rad,pl_cbflag,pl_eqt,pl_rade,pl_trandur,pl_ratdor,st_lum,st_dens,st_age,st_umbj,pl_kepflag,pl_k2flag,st_dist,st_optmag,pl_facility,pl_disc,pl_locale,pl_telescope,pl_instrument,pl_mnum,pl_pelink
89,89,HD 23127,b,HD 23127 b,1,1211.17,2.37,0.406,1.527,,5843.0,1.21,1.49,0,,,,,,,4.508,,0,0,94.11,8.576,Anglo-Australian Telescope,2006,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_23127_b/
90,90,HD 40307,b,HD 40307 b,5,4.3123,0.0468,0.2,0.0126,,4956.0,0.77,,0,,,,,-0.639,,4.5,,0,0,12.94,7.17,La Silla Observatory,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_40307_b/
91,91,HD 40307,c,HD 40307 c,5,9.6184,0.0799,0.06,0.0208,,4956.0,0.77,,0,,,,,-0.639,,4.5,,0,0,12.94,7.17,La Silla Observatory,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_40307_c/
92,92,HD 40307,d,HD 40307 d,5,20.432000000000002,0.1321,0.07,0.0299,,4956.0,0.77,,0,,,,,-0.639,,4.5,,0,0,12.94,7.17,La Silla Observatory,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_40307_d/
93,93,HD 40307,g,HD 40307 g,5,197.8,0.6,0.29,0.0223,,4956.0,0.77,,0,,,,,-0.639,,4.5,,0,0,12.94,7.17,La Silla Observatory,2013,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_40307_g/
94,94,HD 40307,f,HD 40307 f,5,51.76,0.247,0.02,0.0164,,4956.0,0.77,,0,,,,,-0.639,,4.5,,0,0,12.94,7.17,La Silla Observatory,2013,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_40307_f/
95,95,HATS-30,b,HATS-30 b,1,3.1743516,0.043539999999999995,0.096,0.706,0.5429999999999999,5943.0,1.09,1.06,0,1414.0,13.171,0.1146,8.82,0.09699999999999999,1.29,2.3,,0,0,339.0,12.192,HATSouth,2016,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-30_b/
96,96,HD 27894,d,HD 27894 d,3,5174.0,5.4479999999999995,0.389,5.415,,,0.8,,0,,,,,,,,,0,0,43.88,9.349,La Silla Observatory,2017,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,
97,97,HD 27894,b,HD 27894 b,3,18.02,0.125,0.047,0.665,,,0.8,,0,,,,,,,,,0,0,43.88,9.349,La Silla Observatory,2005,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_27894_b/
98,98,HD 27894,c,HD 27894 c,3,36.07,0.198,0.015,0.162,,,0.8,,0,,,,,,,,,0,0,43.88,9.349,La Silla Observatory,2017,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,
99,99,HD 27442,b,HD 27442 b,1,428.1,1.271,0.06,1.56,,4846.0,1.23,,0,,,,,,,,1.07,0,0,18.28,4.44,Anglo-Australian Telescope,2000,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_27442_b/
100,100,HATS-68,b,HATS-68 b,1,3.5862202000000005,0.050710000000000005,0.036000000000000004,1.29,0.856,6147.0,1.35,1.75,0,1741.0,13.809000000000001,0.1425,6.232,0.5920000000000001,0.35600000000000004,3.02,,0,0,618.2,12.276,HATSouth,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-68_b/
101,101,WASP-145 A,b,WASP-145 A b,1,1.7690381000000002,0.0261,0.0,0.89,1.6,4900.0,0.76,0.68,0,1200.0,10.088,0.0407,8.74,,3.36,6.99,,0,0,91.54,,SuperWASP-South,2018,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-145a_b/
102,102,HD 102117,b,HD 102117 b,1,20.8133,0.15,0.12,0.17,,5655.0,1.06,1.23,0,,,,,,,,,0,0,39.62,7.47,La Silla Observatory,2005,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_102117_b/
103,103,HIP 65891,b,HIP 65891 b,1,1084.5,2.81,0.13,6.0,,5000.0,2.5,8.93,0,,,,,1.65,,,,0,0,136.05,6.75,Multiple Observatories,2015,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hip_65891_b/
104,104,HD 21693,c,HD 21693 c,2,53.7357,0.2586,0.07,0.0547,,5430.0,0.8,,0,,,,,-0.20800000000000002,,,,0,0,32.38,7.95,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_21693_c/
105,105,HD 21693,b,HD 21693 b,2,22.6786,0.1455,0.12,0.0259,,5430.0,0.8,,0,,,,,-0.20800000000000002,,,,0,0,32.38,7.95,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_21693_b/
106,106,HD 221287,b,HD 221287 b,1,456.1,1.25,0.08,3.09,,6304.0,1.25,,0,,,,,0.22,,1.3,,0,0,56.01,7.807,La Silla Observatory,2007,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_221287_b/
107,107,WASP-73,b,WASP-73 b,1,4.087219999999999,,0.0,2.86,,6030.0,2.52,2.55,0,,15.917,,5.75,,0.21,,,0,0,319.57,10.5,SuperWASP,2014,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-73_b/
108,108,AB Pic,b,AB Pic b,1,,260.0,,13.5,,,,,0,,,,,,,0.03,,0,0,50.12,9.128,Paranal Observatory,2005,Ground,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,0,http://exoplanet.eu/catalog/ab_pic_b/
109,109,HD 30177,b,HD 30177 b,2,2527.83,3.7039999999999997,0.162,8.622,,5607.0,1.05,1.02,0,,,,,,,2.525,,0,0,55.68,8.397,Anglo-Australian Telescope,2002,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_30177_b/
110,110,HD 30177,c,HD 30177 c,2,11613.0,9.89,0.22,7.6,,5607.0,1.05,1.02,0,,,,,,,2.525,,0,0,55.68,8.397,Multiple Observatories,2016,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_30177_c/
111,111,HD 101930,b,HD 101930 b,1,70.46,0.3,0.11,0.25,,5108.0,0.57,0.86,0,,,,,,,,,0,0,30.05,8.21,La Silla Observatory,2005,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_101930_b/
112,112,GJ 422,b,GJ 422 b,1,26.160999999999998,0.11900000000000001,0.05,0.03115,,3323.0,0.35,,0,,,,,-1.959,,,1.0,0,0,12.67,11.55,Multiple Observatories,2014,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/gj_422_b/
113,113,HD 219666,b,HD 219666 b,1,6.03607,0.06356,0.0,0.05223,0.87,5527.0,0.92,1.03,0,1073.0,4.71,0.08991669999999999,13.27,,,10.0,,0,0,94.43,,Transiting Exoplanet Survey Satellite (TESS),2018,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/hd_219666_b/
114,114,HD 154857,b,HD 154857 b,2,408.60001,1.29,0.46,2.45,,5589.0,1.96,2.3,0,,,,,,,,,0,0,63.56,7.2379999999999995,Anglo-Australian Telescope,2004,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_154857_b/
115,115,HD 154857,c,HD 154857 c,2,3452.0,5.36,0.06,2.58,,5589.0,1.96,2.3,0,,,,,,,,,0,0,63.56,7.2379999999999995,Anglo-Australian Telescope,2014,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_154857_c/
116,116,HD 2039,b,HD 2039 b,1,1120.0,2.2,0.71,6.29,,5945.0,1.23,1.19,0,,,,,,,,,0,0,85.9,9.0,Anglo-Australian Telescope,2002,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_2039_b/
117,117,HD 215497,b,HD 215497 b,2,3.93404,0.05,0.16,0.02,,5110.0,0.67,0.85,0,,,,,,,,,0,0,40.59,8.96,La Silla Observatory,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_215497_b/
118,118,HD 215497,c,HD 215497 c,2,567.94,1.2819999999999998,0.49,0.33,,5110.0,0.67,0.85,0,,,,,,,,,0,0,40.59,8.96,La Silla Observatory,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_215497_c/
119,119,HD 154672,b,HD 154672 b,1,163.94,0.6,0.61,5.37,,5743.0,1.18,1.32,0,,,,,,,,,0,0,63.16,8.21,Las Campanas Observatory,2008,Ground,6.5 m Magellan II Clay Telescope,MIKE Spectrograph,0,http://exoplanet.eu/catalog/hd_154672_b/
120,120,HATS-46,b,HATS-46 b,1,4.7423729,0.05367,0.5589999999999999,0.17300000000000001,0.28,5495.0,0.92,0.85,0,1054.0,10.122,0.1014,13.55,-0.23,2.1,3.0,,0,0,448.0,13.634,HATSouth,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-46_b/
121,121,HD 121504,b,HD 121504 b,1,63.33,0.33,0.03,1.51,,6027.0,1.62,1.07,0,,,,,,,,,0,0,41.71,7.517,La Silla Observatory,2003,Ground,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_121504_b/
122,122,HD 106906,b,HD 106906 b,1,,650.0,,11.0,,6516.0,1.5,,0,1800.0,,,,0.75,,0.013000000000000001,,0,0,103.33,7.797000000000001,Las Campanas Observatory,2013,Ground,6.5 m Magellan II Clay Telescope,Clio2 Camera,0,http://exoplanet.eu/catalog/hd_106906_b/
123,123,WASP-46,b,WASP-46 b,1,1.43036763,0.02335,,1.91,1.4669999999999999,5600.0,0.83,0.86,0,1636.0,13.159,,5.851,,1.845,9.6,,0,0,379.36,12.9,SuperWASP,2011,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-46_b/
124,124,WASP-97,b,WASP-97 b,1,2.0727599999999997,,0.0,1.36,,5640.0,1.18,1.08,0,,12.777999999999999,,6.72,,1.34,,,0,0,151.73,,SuperWASP,2014,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-97_b/
125,125,HATS-33,b,HATS-33 b,1,2.5495551,0.03727,0.08,1.192,0.79,5659.0,1.06,1.02,0,1429.0,13.787,0.1115,7.83,-0.018000000000000002,1.4,3.0,,0,0,255.0,11.911,HATSouth,2016,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-33_b/
126,126,HD 51608,b,HD 51608 b,2,14.0726,0.1059,0.09,0.0402,,5358.0,0.8,,0,,,,,-0.244,,,,0,0,34.83,8.17,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_51608_b/
127,127,HD 51608,c,HD 51608 c,2,95.9446,0.3809,0.14,0.045,,5358.0,0.8,,0,,,,,-0.244,,,,0,0,34.83,8.17,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_51608_c/
128,128,HATS-29,b,HATS-29 b,1,4.605874900000001,0.05475,0.158,0.653,0.41100000000000003,5670.0,1.03,1.07,0,1212.0,14.022,0.1338,10.96,0.028999999999999998,1.17,5.5,,0,0,351.0,12.612,HATSouth,2016,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-29_b/
129,129,HD 211970,b,HD 211970 b,1,25.201,0.14300000000000002,0.15,0.0409,,4127.0,0.61,,0,,,,,,,,,0,0,13.0,8.99,Las Campanas Observatory,2019,Ground,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,0,http://exoplanet.eu/catalog/hd_211970_b/
130,130,HIP 8541,b,HIP 8541 b,1,1560.2,2.8,0.16,5.5,,4670.0,1.17,7.83,0,,,,,1.405,,,,0,0,168.63,7.88,Multiple Observatories,2016,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hip_8541_b/
131,131,HD 63765,b,HD 63765 b,1,358.0,0.94,0.24,0.53,,5449.0,0.65,0.83,0,,,,,,,,,0,0,32.57,8.1,La Silla Observatory,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_63765_b/
132,132,HD 10647,b,HD 10647 b,1,989.2,2.015,0.15,0.94,,6218.0,1.11,1.1,0,,,,,0.149,,1.4,,0,0,17.34,5.52,W. M. Keck Observatory,2006,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_10647_b/
133,133,GJ 163,d,GJ 163 d,3,603.95116,1.0304,0.373,0.0925,,3500.0,0.4,,0,,,,,-1.7080000000000002,,6.0,1.1,0,0,15.14,11.81,La Silla Observatory,2013,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_163_d/
134,134,GJ 163,b,GJ 163 b,3,8.63182,0.0607,0.073,0.03335,,3500.0,0.4,,0,,,,,-1.7080000000000002,,6.0,1.1,0,0,15.14,11.81,La Silla Observatory,2013,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_163_b/
135,135,GJ 163,c,GJ 163 c,3,25.63058,0.1254,0.099,0.0214,,3500.0,0.4,,0,,,,,-1.7080000000000002,,6.0,1.1,0,0,15.14,11.81,La Silla Observatory,2013,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_163_c/
136,136,HD 23079,b,HD 23079 b,1,730.59998,1.6,0.1,2.61,,5974.0,1.12,1.07,0,,,,,,,,,0,0,33.49,7.12,Anglo-Australian Telescope,2001,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_23079_b/
137,137,WASP-87,b,WASP-87 b,1,1.682795,0.029460000000000004,0.0,2.18,,6450.0,1.2,1.63,0,,15.524000000000001,,,,,,,0,0,300.92,,Anglo-Australian Telescope,2016,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/wasp-87_a_b/
138,138,HIP 71135,b,HIP 71135 b,1,87.19,0.335,0.21,0.05915,,4146.0,0.66,,0,,,,,,,,,0,0,32.36,10.542,Las Campanas Observatory,2019,Ground,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,0,http://exoplanet.eu/catalog/hip_71135_b/
139,139,HD 113538,b,HD 113538 b,2,663.2,1.24,0.14,0.36,,4462.0,0.58,0.53,0,,,,,,,4.3,1.29,0,0,15.9,9.057,La Silla Observatory,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_113538_b/
140,140,HD 113538,c,HD 113538 c,2,1818.0,2.44,0.2,0.93,,4462.0,0.58,0.53,0,,,,,,,4.3,1.29,0,0,15.9,9.057,La Silla Observatory,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_113538_c/
141,141,KELT-15,b,KELT-15 b,1,3.32944,,0.0,1.31,,6003.0,2.06,1.78,0,,19.504,,6.7,,0.51,,,0,0,327.74,11.189,KELT-South,2016,Ground,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/kelt-15_b/
142,142,TOI 270,b,TOI 270 b,3,3.3600800000000004,0.0306,0.0,,,3386.0,0.4,0.38,0,528.0,1.247,0.057791699999999994,17.48,-1.77,10.5,,,0,0,22.45,12.62,Transiting Exoplanet Survey Satellite (TESS),2019,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/toi-270_b/
143,143,TOI 270,c,TOI 270 c,3,5.660172,0.0472,0.0,,,3386.0,0.4,0.38,0,424.0,2.42,0.06908330000000001,27.01,-1.77,10.5,,,0,0,22.45,12.62,Transiting Exoplanet Survey Satellite (TESS),2019,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/toi-270_c/
144,144,TOI 270,d,TOI 270 d,3,11.380139999999999,0.0733,0.0,,,3386.0,0.4,0.38,0,340.0,2.13,0.0895,41.56,-1.77,10.5,,,0,0,22.45,12.62,Transiting Exoplanet Survey Satellite (TESS),2019,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/toi-270_d/
145,145,HD 126525,b,HD 126525 b,1,960.41,1.837,0.035,0.237,,5638.0,0.9,0.98,0,,,,,,,9.67,,0,0,37.69,7.847,La Silla Observatory,2018,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_126525_b/
146,146,HD 160691,d,HD 160691 d,4,9.6386,0.09094,0.172,0.03321,,,1.08,,0,,,,,,,6.4,,0,0,15.61,5.15,La Silla Observatory,2004,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/mu_ara_d/
147,147,HD 160691,e,HD 160691 e,4,310.55,0.9209999999999999,0.0666,0.5219,,,1.08,,0,,,,,,,6.4,,0,0,15.61,5.15,La Silla Observatory,2006,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/mu_ara_e/
148,148,HD 160691,c,HD 160691 c,4,4205.8,5.235,0.0985,1.814,,,1.08,,0,,,,,,,6.4,,0,0,15.61,5.15,Anglo-Australian Telescope,2004,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/mu_ara_c/
149,149,HD 160691,b,HD 160691 b,4,643.25,1.4969999999999999,0.128,1.676,,,1.08,,0,,,,,,,6.4,,0,0,15.61,5.15,Anglo-Australian Telescope,2000,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/mu_ara_b/
150,150,GJ 676 A,b,GJ 676 A b,4,1056.80005,1.82,0.33,4.96,,3734.0,0.73,0.69,0,,,,,,,,1.3,0,0,16.03,9.58,La Silla Observatory,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_676_a_b/
151,151,GJ 676 A,d,GJ 676 A d,4,3.6005,,0.262,0.013999999999999999,,3734.0,0.73,0.69,0,,,,,,,,1.3,0,0,16.03,9.58,La Silla Observatory,2012,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_676_a_d/
152,152,GJ 676 A,e,GJ 676 A e,4,35.39,,0.125,0.025,,3734.0,0.73,0.69,0,,,,,,,,1.3,0,0,16.03,9.58,La Silla Observatory,2012,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_676_a_e/
153,153,GJ 676 A,c,GJ 676 A c,4,7337.0,6.6,,6.8,,3734.0,0.73,0.69,0,,,,,,,,1.3,0,0,16.03,9.58,Paranal Observatory,2016,Ground,Very Large Telescope (Antu),FORS2,0,http://exoplanet.eu/catalog/gj_676_a_c/
154,154,HIP 65426,b,HIP 65426 b,1,,92.0,,9.0,,8840.0,1.96,1.77,0,1500.0,16.814,,,,,0.013999999999999999,,0,0,111.4,6.982,Paranal Observatory,2017,Ground,8.2 m ESO VLT UT3 Melipal Telescope,Multiple Instruments,0,http://exoplanet.eu/catalog/hip_65426_b/
155,155,bet Pic,b,bet Pic b,2,7665.0,9.1,0.08,,,,1.76,,0,,,,,,,,0.1,0,0,19.75,3.85,Paranal Observatory,2008,Ground,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,0,http://exoplanet.eu/catalog/beta_pic_b/
156,156,bet Pic,c,bet Pic c,2,1200.0,2.7,0.24,9.0,,,1.76,,0,,,,,,,,0.1,0,0,19.75,3.85,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/beta_pic_c/
157,157,GJ 86,b,GJ 86 b,1,15.76491,0.11,0.04,4.42,,5182.0,0.93,0.77,0,,,,,,,,,0,0,10.79,6.12,La Silla Observatory,1999,Ground,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/gj_86_b/
158,158,HR 810,b,HR 810 b,1,302.79999,0.92,0.14,2.27,,6167.0,1.34,1.13,0,,,,,,,,,0,0,17.33,5.41,La Silla Observatory,1999,Ground,1.4 m CAT Telescope,CES Spectrograph,0,http://exoplanet.eu/catalog/hr_810_b/
159,159,WASP-105,b,WASP-105 b,1,7.87288,0.075,0.0,1.8,2.65,5070.0,0.89,0.9,0,900.0,10.761,0.155,17.9,,1.73,,,0,0,252.52,12.1,SuperWASP-South,2017,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-105_b/
160,160,HD 28254,b,HD 28254 b,1,1116.0,2.15,0.81,1.16,,5664.0,1.06,1.48,0,,,,,0.34,,,,0,0,54.7,7.684,La Silla Observatory,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_28254_b/
161,161,HD 103197,b,HD 103197 b,1,47.84,0.25,0.0,0.09,,5250.0,0.8,0.88,0,,,,,,,,,0,0,57.24,9.391,La Silla Observatory,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_103197_b/
162,162,WASP-117,b,WASP-117 b,1,10.02165,,0.3,0.3,,6040.0,1.29,1.22,0,,11.882,,17.43,,1.0,,,0,0,158.69,10.15,SuperWASP,2014,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-117_b/
163,163,HD 564,b,HD 564 b,1,492.3,1.2,0.096,0.33,,5902.0,0.96,1.01,0,,,,,,,5.5,,0,0,53.6,8.29,La Silla Observatory,2014,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_564_b/
164,164,HD 206255,b,HD 206255 b,1,96.045,0.461,0.23,0.1076,,5635.0,1.42,,0,,,,,,,,,0,0,75.4,7.617999999999999,Las Campanas Observatory,2019,Ground,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,0,http://exoplanet.eu/catalog/hd_206255_b/
165,165,HATS-23,b,HATS-23 b,1,2.1605156,0.03397,0.114,1.47,0.29,5780.0,1.12,1.2,0,1654.0,20.849,0.0752,6.08,0.155,0.91,4.2,,0,0,747.0,13.901,HATSouth,2017,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hats-23_b/
166,166,WASP-99,b,WASP-99 b,1,5.75251,,0.0,2.43,,6150.0,1.21,1.64,0,,11.433,,8.77,,0.39,,,0,0,159.39,,SuperWASP,2014,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-99_b/
167,167,HD 330075,b,HD 330075 b,1,3.3877300000000004,0.04,0.0,0.48,,5000.0,0.47,0.84,0,,,,,,,,,0,0,45.36,9.334,La Silla Observatory,2004,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_330075_b/
168,168,IC 4651 9122,b,IC 4651 9122 b,1,734.0,2.0380000000000003,0.18,6.3,,,2.1,,0,,,,,,,1.14,,0,0,879.38,,La Silla Observatory,2018,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,
169,169,HD 85390,b,HD 85390 b,1,799.52,1.3730000000000002,0.5,0.099,,5186.0,0.76,,0,,,,,,,,,0,0,33.56,8.526,La Silla Observatory,2009,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_85390_b/
170,170,HD 213240,b,HD 213240 b,1,882.7000099999999,1.89,0.42,5.58,,5979.0,1.57,1.51,0,,,,,,,,,0,0,40.92,6.814,La Silla Observatory,2001,Ground,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_213240_b/
171,171,DENIS-P J082303.1-491201,b,DENIS-P J082303.1-491201 b,1,246.36,0.36,0.345,28.5,,,0.07,,0,,,,,,,1.0,,0,0,20.77,,Paranal Observatory,2013,Ground,8.2 m ESO VLT UT1 Antu Telescope,FORS2 Spectrograph,0,
172,172,HATS-28,b,HATS-28 b,1,3.1810781,0.04131,0.20199999999999999,0.672,0.48,5498.0,0.93,0.92,0,1253.0,13.384,0.0981,9.63,-0.157,1.67,6.2,,0,0,521.0,13.934000000000001,HATSouth,2016,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-28_b/
173,173,HD 142,b,HD 142 b,2,349.7,1.02,0.17,1.25,,6245.0,1.23,1.47,0,,,,,,,,,0,0,26.21,5.7,Anglo-Australian Telescope,2001,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_142_b/
174,174,HD 142,c,HD 142 c,2,6005.0,6.8,0.21,5.3,,6245.0,1.23,1.47,0,,,,,,,,,0,0,26.21,5.7,Anglo-Australian Telescope,2012,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_142_c/
175,175,GJ 832,b,GJ 832 b,2,3657.0,3.56,0.08,0.68,,3472.0,0.45,,0,,,,,-1.585,,,1.1909999999999998,0,0,4.97,8.66,Anglo-Australian Telescope,2008,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/gj_832_b/
176,176,GJ 832,c,GJ 832 c,2,35.68,0.163,0.18,0.017,,3472.0,0.45,,0,,,,,-1.585,,,1.1909999999999998,0,0,4.97,8.66,Multiple Observatories,2014,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/gj_832_c/
177,177,HATS-58 A,b,HATS-58 A b,1,4.218089599999999,0.05798,0.168,1.03,0.96,7175.0,1.46,1.43,0,1721.0,12.274000000000001,0.1325,8.71,0.6890000000000001,0.7020000000000001,0.31,,0,0,492.0,11.552,HATSouth,2019,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-58a_b/
178,178,RR Cae,b,RR Cae b,1,4343.5,5.3,0.0,4.2,,,0.44,,1,,,,,,,,,0,0,21.2,,Leoncito Astronomical Complex,2012,Ground,2.15 m Jorge Sahade Telescope,VersArray 1300B CCD Camera,0,http://exoplanet.eu/catalog/rr_cae_(ab)_b/
179,179,HD 216435,b,HD 216435 b,1,1311.0,2.56,0.07,1.26,,5999.0,1.3,,0,,,,,,,3.0,,0,0,33.01,6.03,Anglo-Australian Telescope,2002,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_216435_b/
